obs_id,date,daily_ktCO2,pm25,pm10,o3,no2,so2,env_index,Car_7-9,Van_7-9,Bus_7-9,Minibus_7-9,Truck_7-9,3Cycle_7-9,Car_9-17,Van_9-17,Bus_9-17,Minibus_9-17,Truck_9-17,3Cycle_9-17,Car_17-19,Van_17-19,Bus_17-19,Minibus_17-19,Truck_17-19,3Cycle_17-19,avg_ridership_monthly,avg_ridership_workday_monthly,TCI,tempmax,tempmin,temp,temp_calib,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,rain,windgust,windspeed,windspeedmax,windspeedmean,windspeedmin,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,conditions,weekend,seasons,holiday
919,7/7/2022,50.679135,55,21,9,2,,0.562292109,,,,,,,,,,,,,,,,,,,,,25.89,33.5,27.8,30.3,30.29823791,41.6,31.1,35.3,23.9,69.3,0,0,0,,34.2,20,20,10.9,1.6,239.9,1006.4,46.7,10,150.4,13,5,0.25,Partially cloudy,,Rainy,No
920,7/8/2022,50.080391,53,22,6,2,,0.593431892,,,,,,,,,,,,,,,,,,,,,37.51,33.5,26,29.9,29.90840518,40.4,26,34.5,23.8,71,27.161,100,4.17,TRUE,40.3,23.7,23.7,11.6,1.4,230.8,1005.9,53.6,9.8,188,16.2,8,0.31,"Rain, Partially cloudy",FALSE,,No
921,7/9/2022,48.526534,54,21,7,3,,0.189335019,,,,,,,,,,,,,,,,,,,,,21.23,32.7,26,27.9,27.90579526,39.2,26,30.7,24.7,83.9,14.159,100,25,TRUE,41.4,18.9,18.9,9,0.1,226.4,1005,64.1,9.4,116.5,10.1,5,0.34,"Rain, Partially cloudy",TRUE,Rainy,Yes
922,7/10/2022,39.120047,49,23,7,2,,0.335946248,,,,,,,,,,,,,,,,,,,,,6.88,32.4,26,29.2,29.19851518,37.2,26,32.1,23,70.5,0.231,100,4.17,TRUE,43.9,26.7,26.7,11.5,0.7,259.8,1005.6,71.3,10,192.8,16.6,7,0.38,"Rain, Partially cloudy",TRUE,Rainy,Yes
923,7/11/2022,51.037356,49,27,8,2,,0.108936546,,,,,,,,,,,,,,,,,,,,,22.19,32,26.8,29,29.0002882,35.5,29.4,32.4,22.7,69.3,1.408,100,12.5,,47.9,26.3,26.3,12.6,2.9,278.4,1005.8,80.1,10,125.5,10.8,5,0.41,"Rain, Partially cloudy",FALSE,Rainy,No
924,7/12/2022,52.429123,58,26,6,2,,0.300549659,,,,,,,,,,,,,,,,,,,,,51.16,31.7,24.5,27.9,27.89118452,37,24.5,30.5,23.1,75.6,1.093,100,12.5,TRUE,51.8,21.9,21.9,13.2,1.7,277,1004.7,82.2,9.8,110.2,9.6,5,0.45,"Rain, Partially cloudy",FALSE,Rainy,No
925,7/13/2022,51.970672,59,27,10,4,,0.106661792,,,,,,,,,,,,,,,,,,,,,10.22,29.2,24.5,26.1,26.10383681,34.2,24.5,26.9,23.1,84,6.77,100,29.17,TRUE,50,27.7,27.7,11.8,1.6,274,1004.2,84.1,9.7,88.2,7.6,,,"Rain, Partially cloudy",FALSE,Rainy,No
926,7/14/2022,51.582795,55,31,11,3,,0.301584624,,,,,,,,,,,,,,,,,,,,,10.43,33.3,25.2,28.3,28.30428102,39.9,25.2,30.6,23.4,76.3,27.214,100,8.33,TRUE,42.8,24.9,24.9,9.1,0.5,250.5,1003.5,65.3,9.9,182.3,15.8,8,0.5,"Rain, Partially cloudy",FALSE,,No
927,7/15/2022,52.174212,71,26,12,4,,0.249167873,,,,,,,,,,,,,,,,,,,,,10.04,32.9,25.4,28.9,28.89954345,40.7,25.4,33.4,24.9,79.8,1.239,100,12.5,,31.3,15.2,15.2,6.9,0.6,163.4,1005,57.7,9.9,126,10.7,,0.55,"Rain, Partially cloudy",FALSE,Rainy,No
928,7/16/2022,50.036142,60,19,10,3,,0.317380064,,,,,,,,,,,,,,,,,,,,,9.53,34.1,26.7,29.5,29.50345796,42.2,29.5,35.2,25,77.4,2.126,100,12.5,TRUE,27.7,17,17,6.5,0,188.4,1005.8,50.6,9.7,145.8,12.6,6,0.58,"Rain, Partially cloudy",TRUE,Rainy,Yes
929,7/17/2022,38.465042,47,24,10,2,,0.433774809,,,,,,,,,,,,,,,,,,,,,7.53,34.5,26,29.4,29.41376483,42,26,33.4,24.4,76.1,8.043,100,12.5,TRUE,32,19.5,19.5,9.2,0.3,248.9,1007.4,50.4,9.9,203.8,17.4,7,3.390925542,"Rain, Partially cloudy",TRUE,Rainy,Yes
930,7/18/2022,51.278695,57,28,10,1,,0.577884191,,,,,,,,,,,,,,,,,,,,,26.97,35.1,27,30.5,30.51501343,43.9,30.9,36.6,25.1,74.2,2.291,100,12.5,TRUE,32.8,20.9,20.9,10.1,0.8,247.9,1006.1,50,10,213.6,18.4,8,-2.417551648,"Rain, Partially cloudy",FALSE,Rainy,No
931,7/19/2022,52.21716,53,26,8,2,,0.026156868,,,,,,,,,,,,,,,,,,,,,34.36,34.7,27.2,30.6,30.58916561,42,30.3,35.9,23.9,68.4,0,0,0,FALSE,41,23.7,23.7,12.3,1,255.6,1004.6,45.7,10,206.7,17.8,,0.68,,FALSE,Rainy,No
932,7/20/2022,52.573367,54,17,3,3,,0.021613496,,,,,,,,,,,,,,,,,,,,,31.31,33.9,24.5,29.2,29.19630114,42.8,24.5,33.7,24.7,77.7,68.088,100,16.67,TRUE,46.4,20.7,20.7,9.7,1.4,272,1004.8,62.1,9.3,167.8,14.5,8,0.75,"Rain, Partially cloudy",FALSE,Rainy,No
933,7/21/2022,53.019027,44,21,6,2,,0.602339512,,,,,,,,,,,,,,,,,,,,,25.04,28.5,24,26.4,26.38897696,33.8,24,28.8,24.9,92.2,56.618,100,25,TRUE,38.5,17.6,17.6,7.2,1,180.7,1006.7,74.3,8.9,77.9,6.8,4,0.75,"Rain, Partially cloudy",FALSE,Rainy,No
934,7/22/2022,52.16281,48,20,5,4,,0.406208974,,,,,,,,,,,,,,,,,,,,,36.07,32,25,28.6,28.60435906,38.8,25,32.9,24.8,80.6,7.87,100,16.67,,42.5,21,21,9.6,0,191,1008.4,58,9.5,122.7,10.6,6,0.78,"Rain, Partially cloudy",FALSE,,No
935,7/23/2022,50.873443,45,31,8,5,,0.134268599,,,,,,,,,,,,,,,,,,,,,17.07,31.2,25,28,27.99760542,37.5,25,32,25.5,87.1,9.191,100,20.83,TRUE,28.8,15.7,15.7,7.4,0.1,148,1008.5,55.8,9.7,73,6.3,3,0.82,"Rain, Partially cloudy",TRUE,Rainy,Yes
936,7/24/2022,48.760914,63,32,14,5,,0.60377196,,,,,,,,,,,,,,,,,,,,,8.71,33,24.7,28.2,28.18050703,40.5,24.7,32.1,25.1,84.3,12.958,100,20.83,TRUE,20.9,15.1,15.1,6.9,0.7,144.8,1007.5,59,9.4,189.2,16.5,9,0.85,,TRUE,Rainy,Yes
937,7/25/2022,48.968118,56,27,9,4,,0.932094833,,,,,,,,,,,,,,,,,,,,,29.56,34.5,25,29.2,29.20073283,40.9,25,32.9,24.4,77.4,0.177,100,12.5,TRUE,20.5,12.1,12.1,6.1,0.7,111.2,1007.5,45.6,9.9,220.9,19.1,8,,"Rain, Partially cloudy",FALSE,Rainy,No
938,7/26/2022,51.958854,59,26,10,3,,0.400522751,,,,,,,,,,,,,,,,,,,,,36.7,33.5,27.7,30.3,30.29693645,40.8,33.4,36.9,25.3,75,7.446,100,4.17,TRUE,20.5,14.8,14.8,5.8,0.1,200.7,1007.5,45.2,9.9,124.5,10.8,4,0.92,,FALSE,Rainy,No
939,7/27/2022,52.228145,54,23,7,2,,0.993850848,,,,,,,,,,,,,,,,,,,,,60.61,33.6,28,30.1,30.10301347,42.7,32.5,36.8,25.5,76.9,1.671,100,12.5,TRUE,26.6,17.1,17.1,7.7,0.2,178.6,1006.9,48.2,10,159,14,8,0.95,"Rain, Partially cloudy",FALSE,Rainy,No
940,7/28/2022,52.106694,51,24,8,2,,0.095754413,,,,,,,,,,,,,,,,,,,,,21.26,32.7,25.2,28.7,28.69500602,40.6,25.2,33.5,25.2,82.2,45.251,100,25,TRUE,48.2,25.4,25.4,6.9,0.8,190.2,1007.2,53.8,9.6,170.1,14.6,6,0.92590095,"Rain, Partially cloudy",FALSE,Rainy,
941,7/29/2022,50.065483,54,20,14,4,,0.363760993,,,,,,,,,,,,,,,,,,,,,10.21,33.7,27,29.8,29.79576434,43.4,31.2,36.3,25.7,79.6,7.366,100,16.67,TRUE,27.4,14.9,14.9,7.4,0.5,185.4,1006.5,53.7,9.7,142.3,12.4,7,0,,FALSE,Rainy,No
942,7/30/2022,48.139898,53,19,11,2,,0.752397918,,,,,,,,,,,,,,,,,,,,,12.25,34,27.2,30.5,30.4846593,43.8,32.2,37.8,25.9,77.3,0.021,100,8.33,TRUE,31,20,20,8.7,0.4,188.8,1005.7,44.9,10,189.5,16.4,8,0.05,"Rain, Partially cloudy",,Rainy,
943,7/31/2022,46.715268,52,20,4,4,,0.733811667,,,,,,,,,,,,,,,,,,,,,9.94,34.2,25.2,29.4,29.39421546,43,25.2,34.6,25.4,80.4,9.044,100,16.67,TRUE,66.6,18.9,18.9,7,0.7,206,1004.9,55.3,9.7,153.5,13.1,8,0.082545842,"Rain, Partially cloudy",TRUE,Rainy,Yes
944,8/1/2022,52.127699,52,17,4,3,,0.681504882,,,,,,,,,,,,,,,,,,,320,366,36.73,30,24.7,26.9,26.893153,38.1,24.7,29.7,25.8,93.5,39.934,100,25,TRUE,46.4,21.7,21.7,7.2,0.4,132.8,1005.5,68.4,8.6,90.2,7.8,5,0.12,"Rain, Partially cloudy",FALSE,Rainy,No
945,8/2/2022,53.913501,45,19,6,2,,0.668761635,,,,,,,,,,,,,,,,,,,,,34.47,29.7,23.3,26.9,26.90001708,36.7,23.3,30.5,25.2,90.3,33.23,100,29.17,TRUE,46.4,20.4,20.4,8.8,0.7,164,1005.9,69,9.1,138.3,11.9,8,0.16,"Rain, Partially cloudy",FALSE,Rainy,No
946,8/3/2022,53.952658,44,24,12,2,,0.657123671,,,,,,,,,,,,,,,,,,,,,38.1,32.5,26,28.5,28.51059961,40.2,26,32.2,25.4,84.4,1.086,100,16.67,,36,23.2,23.2,9.7,0.8,184.3,1007.6,63.5,9.9,168.7,14.5,6,0.19,"Rain, Partially cloudy",FALSE,Rainy,
947,8/4/2022,53.250233,53,24,7,2,,0.643794166,,,,,,,,,,,,,,,,,,,,,32.24,33.2,26,29.1,29.07956816,40.6,26,32.9,24.2,76.5,1.55,100,16.67,TRUE,38.9,22.2,22.2,7.4,0.1,268,1007.8,57.4,10,214.2,18.4,8,0.23,"Rain, Partially cloudy",FALSE,Rainy,No
948,8/5/2022,53.878441,53,29,7,5,,0.058143725,,,,,,,,,,,,,,,,,,,,,44.76,32.4,25.7,27.9,27.90010484,38.5,25.7,30.3,23.6,78.4,16.083,100,20.83,TRUE,38.5,20.9,20.9,8.2,0.3,236,1007.2,67.3,9.9,128.5,11.1,6,0.25,"Rain, Partially cloudy",FALSE,Rainy,No
949,8/6/2022,53.25015,58,14,8,2,,0.924870235,,,,,,,,,,,,,,,,,,,,,20.19,33.5,26.2,29.5,29.49243922,39.6,26.2,34.1,24.4,74.7,0.028,100,4.17,,37.8,20.3,20.3,9.7,0.5,199.4,1005.3,54.8,10,121,10.4,26.37358593,0.3,"Rain, Partially cloudy",TRUE,Rainy,Yes
950,8/7/2022,51.272884,31,17,7,2,,0.792108757,,,,,,,,,,,,,,,,,,,,,10.81,31.5,27.7,29.5,29.49739059,37.2,31,33.8,23.4,70.1,0.05,100,4.17,TRUE,46.4,25.4,25.4,11.4,1.9,226.9,1005.3,61.1,10,112.2,9.6,5,,"Rain, Partially cloudy",TRUE,Rainy,Yes
951,8/8/2022,52.889822,37,21,10,2,,0.536193915,,,,,,,,,,,,,,,,,,,,,37.8,29.7,24,27.6,27.59847164,34.5,24,30.9,24.1,81.7,13.838,100,33.33,TRUE,48.2,18.6,18.6,8.5,0.4,242.5,1006.8,78.9,9.5,103.7,9.2,5,0.37,"Rain, Partially cloudy",,Rainy,No
952,8/9/2022,54.697355,56,25,8,5,,0.946268768,,,,,,,,,,,,,,,,,,,,,35.97,31.7,24.9,27.9,27.90648135,38.1,24.9,31.1,24.3,81.6,2.389,100,20.83,TRUE,31.3,20,20,8,0.8,247.6,1006.3,72.4,10,135.3,11.7,7,0.4,"Rain, Partially cloudy",FALSE,,No
953,8/10/2022,54.352649,58,31,7,3,,0.958241154,,,,,,,,,,,,,,,,,,,,,36.16,33,27.3,29.9,29.90518841,39.5,30.7,34.2,23.3,68.3,0,0,0,FALSE,42.8,23.7,23.7,13,1.6,252.5,1004.7,53.9,10,171.3,14.8,7,,paRTiALLY CLOUDY,FALSE,Rainy,No
954,8/11/2022,54.84597,55,26,6,2,,0.71377965,,,,,,,,,,,,,,,,,,,,,75.18,32.5,26.6,28.8,28.80210268,38.8,26.6,32.7,23.7,75,15.653,100,16.67,TRUE,46.4,21.9,21.9,12,1.8,237.1,1005.2,57.9,9.8,144.7,12.6,5,0.47,"Rain, Partially cloudy",FALSE,Rainy,
955,8/12/2022,54.98843,55,23,7,3,,0.18905298,,,,,,,,,,,,,,,,,,,,,12.52,31.7,26,28.4,28.39306484,38.2,26,32.1,24.4,79.5,2.58,100,16.67,,38.9,18.9,18.9,8.3,0.5,218.6,1006.8,58.8,9.9,103.6,8.8,4,,"Rain, Partially cloudy",FALSE,Rainy,No
956,8/13/2022,51.380858,56,27,13,5,,0.195525496,,,,,,,,,,,,,,,,,,,,,13.46,33.9,25,29,29.00764746,40.7,25,32.3,24.2,77.1,0.164,100,8.33,TRUE,28.4,16.6,16.6,7.5,0.5,188.4,1007.9,45,9.7,170.1,14.8,7,0.54,"Rain, Partially cloudy",TRUE,Rainy,Yes
957,8/14/2022,49.537899,50,23,9,2,,0.606971504,,,,,,,,,,,,,,,,,,,,,7.76,34.2,26,30,29.97659622,40.6,26,34.3,23.7,70.1,0,0,0,FALSE,29.5,14.8,14.8,7.3,0.5,239.9,1008.2,37.3,10,229.3,19.9,8,0.57,Partially cloudy,TRUE,Rainy,Yes
958,8/15/2022,51.044821,53,22,8,2,,0.928152273,,,,,,,,,,,,,,,,,,,,,47.89,34.6,24.7,29.2,29.17282649,42.3,24.7,33.2,24.3,76.2,72.516,100,8.33,TRUE,50,28.3,28.3,11.6,1.4,256.5,1007.2,60.1,9.1,198.5,17.2,9,0.6,"Rain, Partially cloudy",FALSE,Rainy,No
959,8/16/2022,53.691371,51,17,6,3,,0.968194158,,,,,,,,,,,,,,,,,,,,,39.66,32,25.7,27.9,27.90361182,37.4,25.7,30.8,25,85.2,14.833,100,25,TRUE,40.7,20.9,20.9,9.2,0.7,233.2,1006,73,9.5,158.4,13.6,8,0.64,"Rain, Partially cloudy",,rAIny,
960,8/17/2022,52.841698,53,10,9,3,,0.398009926,,,,,,,,,,,,,,,,,,,,,37.25,32.2,25.2,28.2,28.18504596,38.4,25.2,31.5,24.5,81.9,1.783,100,20.83,TRUE,44.3,18,18,9.1,0.5,199.1,1006.3,65.2,9.8,101.5,8.9,6,0.67,,FALSE,Rainy,No
961,8/18/2022,52.617468,55,11,9,3,,0.238356537,,,,,,,,,,,,,,,,,,,,,47.64,34,26,28.9,28.90293696,41.6,26,32.3,24,76.5,7.278,100,16.67,TRUE,48.2,17,17,8.6,0.1,229.7,1006.8,64.7,9.9,195.3,16.8,9,,"Rain, Partially cloudy",FALSE,,No
962,8/19/2022,52.774069,57,19,6,1,,0.609809006,,,,,,,,,,,,,,,,,,,,,41.37,33.7,26,29.2,29.20082886,41.8,26,33.3,24.4,76.8,6.401,100,16.67,TRUE,40.3,19.8,19.8,8.8,0.6,243.1,1006.5,54.9,9.9,187.5,16.2,7,0.75,"Rain, Partially cloudy",FALSE,Rainy,No
963,8/20/2022,51.76768,59,21,7,2,,0.960477697,,,,,,,,,,,,,,,,,,,,,22.29,33,26.5,28.8,28.80326164,40.7,26.5,32.7,24.1,76.4,7.975,100,16.67,,36.4,21.8,21.8,11.6,1.4,255.7,1005.5,69.1,9.8,125.8,10.9,,0.709531177,"Rain, Partially cloudy",TRUE,Rainy,Yes
964,8/21/2022,49.27718,60,19,7,3,,0.22937932,,,,,,,,,,,,,,,,,,,,,15.53,32.5,26,28.3,28.29130549,39.4,26,31.6,24.5,81.3,7.426,100,12.5,TRUE,41.4,20.5,20.5,10.1,0.9,230.1,1004.6,58,9.8,121.4,10.5,6,,"Rain, Partially cloudy",TRUE,Rainy,Yes
965,8/22/2022,51.179852,56,32,15,4,,0.21388612,,,,,,,,,,,,,,,,,,,,,27.11,33,25.7,29.1,29.10626231,39.2,25.7,33.1,24.8,79,0.077,100,8.33,TRUE,38.9,20,20,9,0.4,209.1,1005.9,48.6,10,150.7,13,8,0.83,"Rain, Partially cloudy",FALSE,RAINY,No
966,8/23/2022,52.943097,64,31,14,3,,0.824726781,,,,,,,,,,,,,,,,,,,,,31.35,34.7,25.2,30.1,30.10032103,41,25.2,34.1,23.3,68.4,0.028,100,4.17,TRUE,24.8,15.7,15.7,8.5,0.6,226.3,1007,39.7,10,220.1,19,8,0.86,"Rain, Partially cloudy",FALSE,Rainy,NO
967,8/24/2022,52.679505,67,22,8,4,,0.246223911,,,,,,,,,,,,,,,,,,,,,43.5,35.5,28.2,31,30.98269508,43.9,33.4,37.8,25.3,73.1,0.448,100,12.5,TRUE,25.9,15.7,15.7,8.6,1.3,240.6,1005.7,49.5,9.9,184,16,8,,,FALSE,Rainy,No
968,8/25/2022,52.710006,55,25,4,2,,0.92803486,,,,,,,,,,,,,,,,,,,,,36.24,31.2,25.5,28.3,28.29857463,37.6,25.5,32.2,24.9,82.4,3.538,100,25,TRUE,50,27.3,27.3,7.9,0.6,229,1004.7,66.4,9.4,68.6,5.8,3,0.93,"Rain, Partially cloudy",,Rainy,No
969,8/26/2022,53.324259,47,28,8,3,,0.619816348,,,,,,,,,,,,,,,,,,,,,54.05,31.8,24.7,27.1,27.10354844,40,24.7,29.7,25,89,26.459,100,25,TRUE,42.8,30.7,30.7,10.2,0.5,172.7,1006.3,61,9.4,76.8,6.6,,0.96,"Rain, Partially cloudy",FALSE,Rainy,No
970,8/27/2022,50.727482,51,25,10,5,,0.046645093,,,,,,,,,,,,,,,,,,,,,22.54,33.5,24.2,28.4,28.38998444,40.9,24.2,32.1,24.8,81.9,0.913,100,8.33,TRUE,30.2,16.2,16.2,8.3,0.9,157.2,1007.9,49,9.8,155.3,13.3,7,0,,TRUE,Rainy,
971,8/28/2022,48.385698,50,26,14,4,,0.208961837,,,,,,,,,,,,,,,,,,,,,9.9,33.2,26.5,29.7,29.70474231,40.7,26.5,35.2,25,76.9,2.182,100,8.33,TRUE,20.5,16.6,16.6,5.7,0.2,211.1,1007.3,47.7,9.9,201.5,17.3,9,0.03,,TRUE,Rainy,Yes
972,8/29/2022,49.754542,62,32,19,7,,0.597855015,,,,,,,,,,,,,,,,,,,,,38.42,31.7,24,28,27.99584464,37.7,24,31.8,24.6,82.8,19.371,100,20.83,TRUE,29.5,19.4,19.4,5.4,0.2,203.4,1008.2,62.1,9.7,133.7,11.6,6,0.07,"Rain, Partially cloudy",FALSE,Rainy,No
973,8/30/2022,52.011009,76,32,8,4,,0.309868636,,,,,,,,,,,,,,,,,,,,,39.67,33,25,28.7,28.69853431,40.7,25,32.7,24.7,80.3,0,0,0,FALSE,21.2,14.8,14.8,4.5,0,305.5,1008.7,51.2,9.7,165.9,14.4,6,0.1,Partially cloudy,FALSE,Rainy,No
974,8/31/2022,52.328175,69,38,16,5,,0.301522127,,,,,,,,,,,,,,,,,,,,,61.67,32.3,24.2,27.6,27.59362514,41,24.2,31.2,25.2,87.6,7.001,100,8.33,,24.1,16.6,16.6,5.5,0,87.1,1007.8,54.1,9.2,83.4,7.2,6,0.14,"Rain, Partially cloudy",,Rainy,No
975,9/1/2022,54.36364,83,53,20,7,,0.300758005,,,,,,,,,,,,,,,,,,,344,388,40.82,33.4,25,28.3,28.30713193,42.7,25,32.5,25.3,84.7,12.008,100,4.17,TRUE,22,12.1,12.1,4.4,0,198.1,1007.7,42.5,9.6,149.4,12.9,8,0.17,"RAiN, PArtiAlLY cLOudy",FALSE,Rainy,No
976,9/2/2022,53.979497,92,44,9,4,,0.52174823,,,,,,,,,,,,,,,,,,,,,61.8,34.2,26,29.6,29.61177864,42.3,26,35,25.4,79.5,10.831,100,8.33,TRUE,18.4,21.8,21.8,5.9,0.3,246.6,1007.4,44.9,9.4,163.6,14.1,8,0.21,"Rain, Partially cloudy",FALSE,Rainy,No
977,9/3/2022,53.198661,60,21,12,4,,0.654869294,,,,,,,,,,,,,,,,,,,,,23.3,33.1,26,29.5,29.5032003,41.1,26,36.1,25.9,81.6,3.142,100,16.67,TRUE,25.6,20,20,8.3,0.8,167.4,1006.6,52.8,9.3,128.6,11.2,,0.24,"rain, PArtIallY cLOUDy",TRUE,Rainy,Yes
978,9/4/2022,50.999681,44,14,8,2,,0.3333104,,,,,,,,,,,,,,,,,,,,,11.37,33.7,24,28.6,28.61347399,41.3,24,33,24.9,81.9,55.47,100,16.67,TRUE,29.5,20.4,20.4,9.3,0.4,191.8,1007.4,63.4,9.4,167.4,14.4,7,0.25,"Rain, Partially cloudy",TRUE,Rainy,Yes
979,9/5/2022,52.230242,29,13,10,2,,0.599011314,,,,,,,,,,,,,,,,,,,,,43.34,30.8,24.2,27.4,27.40386224,38.5,24.2,30.7,25,87.7,5.582,100,12.5,TRUE,31.3,20,20,7.9,0.7,196.1,1008,63.4,9.5,93.3,8.1,4,0.31,"Rain, Partially cloudy",FALSE,,No
980,9/6/2022,53.833467,31,21,20,2,,0.60576328,,,,,,,,,,,,,,,,,,,,,53.06,33.3,24.7,28.6,28.59454454,40.1,24.7,32.2,24.4,79.2,46.554,100,20.83,TRUE,26.3,20,20,7.8,0.6,254,1007.4,54.4,9.5,201.2,17.3,8,0.35,"Rain, Partially cloudy",,,No
981,9/7/2022,54.383679,50,19,13,1,,0.097780685,,,,,,,,,,,,,,,,,,,,,32.35,31.3,24.7,27.6,27.60976726,38,24.7,30.5,24.8,86,34.934,100,29.17,TRUE,23.4,13.9,13.9,7.9,0.8,292.1,1008.4,67.9,9.1,115.5,10,,0.39,"Rain, Partially cloudy",FALSE,Rainy,No
982,9/8/2022,54.181704,49,10,6,1,,0.987527813,,,,,,,,,,,,,,,,,,,,,66.89,28.4,24.2,25.7,25.68622468,33.8,24.2,26.6,24.8,94.9,56.418,100,33.33,TRUE,20.2,19.1,19.1,7,0.4,296,1009.1,75.5,8.1,58.2,5,26.37358593,0.42,"Rain, Partially cloudy",FALSE,Rainy,
983,9/9/2022,53.861114,47,5,5,2,,0.783737579,,,,,,,,,,,,,,,,,,,,,42.1,32.9,25,28.4,28.40605386,39.7,25,31.8,24.3,79.8,1.578,100,8.33,TRUE,33.1,14.8,14.8,5.7,0,273.4,1009.3,54.8,9.9,183.1,15.7,8,0.46,"Rain, Partially cloudy",FALSE,Rainy,No
984,9/10/2022,51.659201,21,13,13,3,,0.566154276,,,,,,,,,,,,,,,,,,,,,25.41,33,24.7,27.8,27.79261765,39.3,24.7,30.5,24.5,84,56.059,100,20.83,TRUE,24.5,25.9,25.9,8.2,0.5,293.3,1009.8,73.8,9.3,159.8,13.7,6,0.5,"Rain, Partially cloudy",,,Yes
985,9/11/2022,50.283065,43,23,10,3,,0.12984712,,,,,,,,,,,,,,,,,,,,,7.63,32.7,25,28.7,28.69601971,38.6,25,32.3,24.5,79.5,0.277,100,8.33,TRUE,25.9,17.6,17.6,5.4,0.1,312.7,1008.9,59.7,10,155.2,13.5,6,0.53,,,Rainy,Yes
986,9/12/2022,52.076309,60,32,15,5,,0.965363597,,,,,,,,,,,,,,,,,,,,,53.17,31.7,25.2,27.5,27.50690071,38.2,25.2,30.7,25.2,88,22.983,100,25,TRUE,22.7,26.8,26.8,5.5,0,281.9,1008.5,68,9.4,99.9,8.6,4,0.56,"Rain, Partially cloudy",FALSE,Rainy,No
987,9/13/2022,53.254218,81,27,10,3,,0.601112096,,,,,,,,,,,,,,,,,,,,,56.36,32.4,25.2,27.7,27.71906587,40.2,25.2,31.1,25.4,88.2,55.514,100,16.67,TRUE,42.5,11.6,11.6,4.7,0,292,1008.9,52.9,9.4,117.8,10.2,6,0.59,,,Rainy,No
988,9/14/2022,52.050142,68,26,8,1,,0.811976381,,,,,,,,,,,,,,,,,,,,,26.87,32.5,25.2,28.1,28.08010002,39.5,25.2,31.4,25.1,85.3,33.253,100,33.33,TRUE,25.2,13.9,13.9,6.2,0,213,1009.4,60.3,9.6,145.6,12.5,8,0.62,,FALSE,Rainy,No
989,9/15/2022,53.071193,59,25,10,1,,0.983446299,,,,,,,,,,,,,,,,,,,,,31.33,33.2,25.5,28.9,28.9175914,39.6,25.5,32.6,24.8,80.4,2.857,100,25,TRUE,31.7,21.9,21.9,9.7,0.3,243.3,1008.4,52.3,9.8,163.5,14.4,6,0.65,"Rain, Partially cloudy",FALSE,Rainy,No
990,9/16/2022,50.335856,60,22,8,2,,0.284833874,,,,,,,,,,,,,,,,,,,,,29.92,33,27,29.6,29.58844501,40.2,29.8,34.2,24,73,0.561,100,8.33,,36.7,18.4,18.4,9.8,1,244.4,1006.5,46.2,10,177,15.4,7,0.69,"Rain, Partially cloudy",FALSE,Rainy,No
991,9/17/2022,48.927508,52,22,5,3,,0.048612604,,,,,,,,,,,,,,,,,,,,,16.79,32.2,26.2,29.1,29.10686168,37.7,26.2,33.5,24.3,76.4,4.525,100,16.67,TRUE,29.2,18.6,18.6,7.8,0.4,215.3,1006.7,54.7,9.8,109.3,9.7,5,0.72,"Rain, Partially cloudy",TRUE,Rainy,Yes
992,9/18/2022,48.077,56,21,7,5,,0.747495872,,,,,,,,,,,,,,,,,,,,,9.15,31.2,24.2,28,27.98807098,36.9,24.2,31.9,24.7,83.3,7.63,100,16.67,TRUE,32.8,26.5,26.5,7.9,0.6,192,1008,65,9.6,66.4,5.8,3,0.75,"Rain, Partially cloudy",,rainy,Yes
993,9/19/2022,49.071969,54,25,6,2,,0.943166408,,,,,,,,,,,,,,,,,,,,,13.14,32.7,25,28.6,28.60156471,37.9,25,31.2,23.3,74.8,11.936,100,12.5,TRUE,40.3,24,24,11.7,0,283.1,1008.9,62.2,9.7,191.1,16.5,26.37358593,0.78,"Rain, Partially cloudy",FALSE,Rainy,No
994,9/20/2022,51.758932,55,24,13,2,,0.571924525,,,,,,,,,,,,,,,,,,,,,29.58,32,26.7,29,28.98858228,38.3,29.1,32.6,22.6,68.8,3.128,100,8.33,TRUE,37.8,22.2,22.2,12.7,1.9,280.2,1007.6,55.2,9.8,135.3,11.6,,0.82,"Rain, Partially cloudy",FALSE,Rainy,No
995,9/21/2022,53.183339,58,27,25,2,,0.58432546,,,,,,,,,,,,,,,,,,,,,37.19,34,25.2,28.8,28.79148953,39.4,25.2,32,23.2,73.1,5.008,100,8.33,TRUE,28.1,25,25,9.7,3.1,321.5,1006.7,54.9,9.9,177.7,15.4,7,0.85,"Rain, Partially cloudy",,Rainy,No
996,9/22/2022,53.278664,63,31,11,4,,0.75054198,,,,,,,,,,,,,,,,,,,,,32.03,31.5,24,27.5,27.51110809,37.9,24,30.1,24.4,84.5,55.415,100,29.17,TRUE,21.2,16.3,16.3,6.8,0.5,280.1,1006.9,74,9.5,137.9,12,7,3.390925542,"Rain, Partially cloudy",FALSE,Rainy,No
